"No.","Time","Source","Destination","Protocol","Length","Info"
"46864","142.111464000","140.138.148.99","224.0.0.252","LLMNR","64","Standard query 0xc044  A wpad"
"47041","142.701384000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xe58b  A wpad"
"47042","142.701385000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xe58b  A wpad"
"47058","142.770071000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x0401  A wpad"
"47059","142.770073000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x0401  A wpad"
"47072","142.805167000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xe58b  A wpad"
"47073","142.805169000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xe58b  A wpad"
"47085","142.867555000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x0401  A wpad"
"47086","142.867557000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x0401  A wpad"
"47156","143.231149000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xeda5  A orfvf12mqmxirdsa27j46d10etizl28cyjxdw.com"
"47187","143.288874000","140.138.2.109","140.138.148.138","DNS","174","Standard query response 0xeda5 No such name"
"47271","143.819644000","140.138.148.134","224.0.0.251","MDNS","81","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"47304","143.870329000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb67d  A wpad"
"47305","143.870332000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb67d  A wpad"
"47318","143.905965000","140.138.149.159","224.0.0.251","MDNS","452","Standard query response 0x0000  PTR, cache flush 1509B-x86-PC.local PTR, cache flush 1509B-x86-PC.local TXT, cache flush PTR _nvstream._tcp.local PTR 1509B-X86-PC._nvstream._tcp.local A, cache flush 140.138.149.159 AAAA, cache flush fe80::6481:1f62:865b:eeb5 SRV, cache flush 0 0 47989 1509B-x86-PC.local"
"47332","143.967362000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x1306  A wpad"
"47333","143.967363000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x1306  A wpad"
"47334","143.970421000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb67d  A wpad"
"47335","143.970422000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb67d  A wpad"
"47345","144.062061000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x1306  A wpad"
"47346","144.062063000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x1306  A wpad"
"47446","144.424966000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0x2bad  A twimg.edgesuite.net"
"47453","144.436911000","140.138.2.107","140.138.148.138","DNS","430","Standard query response 0x2bad  CNAME a1123.w19.akamai.net A 139.175.236.123 A 139.175.236.49"
"47597","144.744027000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x81a8  A wpad"
"47598","144.744029000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x81a8  A wpad"
"47603","144.794111000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x9dbd  A lyi25etisi15gxjsnratmynxo31b48lvhuh44.info"
"47616","144.843415000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x81a8  A wpad"
"47617","144.843416000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x81a8  A wpad"
"47622","144.875888000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x7542  A wpad"
"47623","144.875890000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x7542  A wpad"
"47672","144.974754000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x7542  A wpad"
"47673","144.974755000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x7542  A wpad"
"47711","145.212359000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x2774  A wpad"
"47712","145.212360000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x2774  A wpad"
"47724","145.297399000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"47727","145.316736000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x2774  A wpad"
"47728","145.316738000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x2774  A wpad"
"47850","145.792258000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x9dbd  A lyi25etisi15gxjsnratmynxo31b48lvhuh44.info"
"47890","145.890596000","140.138.2.107","140.138.148.138","DNS","162","Standard query response 0x9dbd No such name"
"48016","146.477929000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xedb4  A wpad"
"48017","146.477930000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xedb4  A wpad"
"48064","146.577784000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xedb4  A wpad"
"48065","146.577785000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xedb4  A wpad"
"48128","146.900251000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0x9dbd No such name"
"48159","147.015387000","fe80::e180:661e:3bd9:56eb","ff02::1:3","LLMNR","84","Standard query 0xc061  A wpad"
"48160","147.015390000","140.138.148.71","224.0.0.252","LLMNR","64","Standard query 0xc061  A wpad"
"48169","147.116562000","fe80::e180:661e:3bd9:56eb","ff02::1:3","LLMNR","84","Standard query 0xc061  A wpad"
"48170","147.116564000","140.138.148.71","224.0.0.252","LLMNR","64","Standard query 0xc061  A wpad"
"48174","147.162773000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0x3196  A wpad"
"48175","147.162775000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0x3196  A wpad"
"48179","147.224279000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x49dc  A wpad"
"48180","147.224281000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x49dc  A wpad"
"48195","147.262323000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0x3196  A wpad"
"48196","147.262325000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0x3196  A wpad"
"48201","147.322914000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x49dc  A wpad"
"48202","147.322915000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x49dc  A wpad"
"48203","147.323758000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xbb4a  A wpad"
"48204","147.323759000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xbb4a  A wpad"
"48209","147.404041000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x9c39  A n50lqgslzcrc39o21hwiza37awowg53l38mqoq.org"
"48212","147.423593000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xbb4a  A wpad"
"48213","147.423595000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xbb4a  A wpad"
"48216","147.470383000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xad36  A wpad"
"48217","147.470384000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xad36  A wpad"
"48248","147.508504000","140.138.2.107","140.138.148.138","DNS","165","Standard query response 0x9c39 No such name"
"48290","147.578737000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xad36  A wpad"
"48291","147.578738000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xad36  A wpad"
"48325","147.976311000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x2f0d  A wpad"
"48326","147.976313000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x2f0d  A wpad"
"48334","148.076288000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x2f0d  A wpad"
"48335","148.076290000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x2f0d  A wpad"
"48562","148.720453000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xed81  A wpad"
"48563","148.720455000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xed81  A wpad"
"48631","148.819146000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xed81  A wpad"
"48632","148.819147000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xed81  A wpad"
"48872","149.009655000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0xcce7  A fvl58prosbrn40h14f62m49mxgymveqi15p12ou.net"
"48947","149.071955000","140.138.2.107","140.138.148.138","DNS","176","Standard query response 0xcce7 No such name"
"48948","149.081883000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x013d  A wpad"
"48949","149.081885000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x013d  A wpad"
"49033","149.181582000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x013d  A wpad"
"49034","149.181584000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x013d  A wpad"
"49173","149.426745000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0xaf18  A twimg.edgesuite.net"
"49174","149.428517000","140.138.2.107","140.138.148.138","DNS","430","Standard query response 0xaf18  CNAME a1123.w19.akamai.net A 139.175.236.49 A 139.175.236.123"
"49326","149.831331000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x8aeb  A wpad"
"49327","149.831333000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x8aeb  A wpad"
"49380","149.928159000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x8aeb  A wpad"
"49381","149.928160000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x8aeb  A wpad"
"49445","150.062936000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xa8e6  A wpad"
"49446","150.062938000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xa8e6  A wpad"
"49462","150.162749000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xa8e6  A wpad"
"49463","150.162750000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xa8e6  A wpad"
"49627","150.572665000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x2f25  A n10dybuesjtn30c59dtn40h54ivjuj16gyjsex.biz"
"49646","150.602867000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x2f25 No such name"
"49682","150.682956000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x8ba9  A wpad"
"49683","150.682957000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x8ba9  A wpad"
"49745","150.783291000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0x8ba9  A wpad"
"49746","150.783292000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0x8ba9  A wpad"
"50384","151.700066000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdbdb  A wpad"
"50385","151.700068000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdbdb  A wpad"
"50446","151.800587000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdbdb  A wpad"
"50447","151.800588000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdbdb  A wpad"
"50458","151.815336000","140.138.149.159","224.0.0.251","MDNS","106","Standard query 0x0000  PTR _sleep-proxy._udp.local, ""QM"" question"
"50544","152.104043000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0xb651  A j56d20arpzb18evl28j26c49kqg53hzp12h34otlu.ru"
"50649","152.500952000","140.138.148.138","140.138.2.107","DNS","88","Standard query 0x4000  A bg1.v4.emdl.ws.microsoft.com"
"50650","152.501099000","140.138.148.138","140.138.2.107","DNS","88","Standard query 0x4da4  AAAA bg1.v4.emdl.ws.microsoft.com"
"50654","152.503084000","140.138.2.107","140.138.148.138","DNS","290","Standard query response 0x4da4  CNAME bg.v4.emdlws.microsoft.com.nsatc.net CNAME main.emdlws.microsoft.com.nsatc.net CNAME emdl.ws.microsoft.com.edgesuite.net CNAME a1158.g.akamai.net"
"50660","152.508195000","140.138.2.107","140.138.148.138","DNS","536","Standard query response 0x4000  CNAME bg.v4.emdlws.microsoft.com.nsatc.net CNAME main.emdlws.microsoft.com.nsatc.net CNAME emdl.ws.microsoft.com.edgesuite.net CNAME a1158.g.akamai.net A 205.169.30.49 A 205.169.30.66"
"50727","152.610575000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x9b7a  A wpad"
"50728","152.610577000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x9b7a  A wpad"
"50747","152.644819000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1ba0  A wpad"
"50748","152.644821000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1ba0  A wpad"
"50763","152.704522000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x9b7a  A wpad"
"50764","152.704524000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x9b7a  A wpad"
"50772","152.741885000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1ba0  A wpad"
"50773","152.741887000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1ba0  A wpad"
"50945","153.102299000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0xb651  A j56d20arpzb18evl28j26c49kqg53hzp12h34otlu.ru"
"50966","153.131170000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0xb651 No such name"
"51453","154.143263000","140.138.2.107","140.138.148.138","DNS","165","Standard query response 0xb651 No such name"
"51558","154.318308000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1e39  A wpad"
"51559","154.318309000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1e39  A wpad"
"51606","154.417981000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1e39  A wpad"
"51607","154.417982000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1e39  A wpad"
"51718","154.635941000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x7883  A c29pzi15gqm29lqkzf12c49mrcrgqjym29gwm19.com"
"51836","154.861778000","140.138.2.109","140.138.148.138","DNS","176","Standard query response 0x7883 No such name"
"52046","155.214669000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xff01  A wpad"
"52047","155.214670000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xff01  A wpad"
"52122","155.309874000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xff01  A wpad"
"52123","155.309875000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xff01  A wpad"
"52202","155.382753000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xbbe4  A wpad"
"52203","155.382754000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xbbe4  A wpad"
"52216","155.392752000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf6cf  A wpad"
"52217","155.392753000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf6cf  A wpad"
"52282","155.482492000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xbbe4  A wpad"
"52283","155.482496000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xbbe4  A wpad"
"52308","155.493619000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf6cf  A wpad"
"52309","155.493621000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf6cf  A wpad"
"52703","155.941344000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x0b9c  A wpad"
"52704","155.941347000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x0b9c  A wpad"
"52734","156.041545000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x0b9c  A wpad"
"52735","156.041546000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x0b9c  A wpad"
"52919","156.374024000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0xaf37  A h34d60eyexjwl28oznyd30j56o21l68f22mzg23pt.net"
"52926","156.432527000","140.138.2.109","140.138.148.138","DNS","178","Standard query response 0xaf37 No such name"
"53101","156.958535000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xfdc1  A wpad"
"53102","156.958536000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xfdc1  A wpad"
"53119","157.058129000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xfdc1  A wpad"
"53120","157.058131000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xfdc1  A wpad"
"53187","157.556605000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0x5574  A wpad"
"53188","157.556608000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0x5574  A wpad"
"53196","157.656212000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0x5574  A wpad"
"53197","157.656214000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0x5574  A wpad"
"53245","157.819644000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x97b7  A wpad"
"53246","157.822853000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xe318  A wpad"
"53261","157.917916000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x97b7  A wpad"
"53262","157.921258000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xe318  A wpad"
"53266","157.932311000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x8ee9  A gwe31cuoqh34pxkye51hwiukvlvg53oscrc39.org"
"53267","157.936109000","fe80::2c83:faa7:e96a:c1c6","ff02::1:3","LLMNR","84","Standard query 0x6156  A wpad"
"53268","157.936111000","140.138.148.208","224.0.0.252","LLMNR","64","Standard query 0x6156  A wpad"
"53273","157.971842000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x99de  A wpad"
"53274","157.971845000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x99de  A wpad"
"53283","158.035698000","fe80::2c83:faa7:e96a:c1c6","ff02::1:3","LLMNR","84","Standard query 0x6156  A wpad"
"53284","158.035700000","140.138.148.208","224.0.0.252","LLMNR","64","Standard query 0x6156  A wpad"
"53290","158.072127000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x99de  A wpad"
"53291","158.072130000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x99de  A wpad"
"53303","158.156092000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x30c6  A wpad"
"53304","158.156094000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x30c6  A wpad"
"53313","158.230961000","140.138.2.109","140.138.148.138","DNS","164","Standard query response 0x8ee9 No such name"
"53316","158.259769000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x30c6  A wpad"
"53317","158.259772000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x30c6  A wpad"
"54288","159.540213000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x6e6d  A wpad"
"54289","159.540216000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x6e6d  A wpad"
"54385","159.640836000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x6e6d  A wpad"
"54386","159.641828000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x6e6d  A wpad"
"54492","159.734502000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0x346c  A arb58bxl38g13n60n40f32jtg33hvd10mtmspvd10.biz"
"54524","159.769147000","140.138.2.109","140.138.148.138","DNS","167","Standard query response 0x346c No such name"
"54530","159.772677000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x707d  A wpad"
"54627","159.880498000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x707d  A wpad"
"55072","160.415441000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xfa3b  A wpad"
"55073","160.415443000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x5331  A wpad"
"55083","160.520124000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x5331  A wpad"
"55084","160.520125000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xfa3b  A wpad"
"55131","160.701666000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xeac5  A wpad"
"55132","160.701667000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xeac5  A wpad"
"55151","160.765763000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x925d  A wpad"
"55154","160.765767000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x925d  A wpad"
"55157","160.801208000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xeac5  A wpad"
"55158","160.801211000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xeac5  A wpad"
"55212","160.863351000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x925d  A wpad"
"55213","160.863354000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x925d  A wpad"
"55244","161.004224000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x9560  A wpad"
"55245","161.005043000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xe5d3  A wpad"
"55278","161.098938000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xe5d3  A wpad"
"55281","161.104141000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x9560  A wpad"
"55298","161.283133000","140.138.148.138","140.138.2.109","DNS","106","Standard query 0xdc65  A o41o51ozj16o31avl28gze31d30dum49byj26d40at.com"
"55310","161.342735000","140.138.2.109","140.138.148.138","DNS","179","Standard query response 0xdc65 No such name"
"55325","161.437649000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xb7c9  A wpad"
"55342","161.537056000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xb7c9  A wpad"
"55418","161.651042000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0xce9a  A wpad"
"55441","161.750541000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0xce9a  A wpad"
"55472","161.929319000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0x3ca6  A wpad"
"55473","161.929321000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0x3ca6  A wpad"
"55514","162.035448000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0x3ca6  A wpad"
"55515","162.035449000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0x3ca6  A wpad"
"55542","162.146042000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdf88  A wpad"
"55543","162.146350000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdf88  A wpad"
"55553","162.246417000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdf88  A wpad"
"55554","162.246418000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdf88  A wpad"
"55713","162.858853000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0x5ff1  A n40dvh14c69ovm29mviva37n50ova67k27hql38b48.ru"
"55717","162.902448000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x85a0  A wpad"
"55719","162.928438000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x3a67  A wpad"
"55720","162.928441000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x3a67  A wpad"
"55723","162.950778000","140.138.2.109","140.138.148.138","DNS","166","Standard query response 0x5ff1 No such name"
"55726","162.997766000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x85a0  A wpad"
"55731","163.028571000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x3a67  A wpad"
"55732","163.028573000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x3a67  A wpad"
"55797","163.282298000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xbf8b  A wpad"
"55798","163.282299000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xbf8b  A wpad"
"55811","163.382320000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xbf8b  A wpad"
"55812","163.382321000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xbf8b  A wpad"
"55821","163.529784000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x218b  A wpad"
"55822","163.529787000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x218b  A wpad"
"55842","163.624506000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x218b  A wpad"
"55843","163.624508000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x218b  A wpad"
"55845","163.627771000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xdcb2  A wpad"
"55877","163.730931000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0xdcb2  A wpad"
"55910","163.815820000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x4d47  A wpad"
"55911","163.816154000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x4d47  A wpad"
"56048","163.915570000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x4d47  A wpad"
"56049","163.915572000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x4d47  A wpad"
"57035","164.450626000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0xc759  A lvfrd40cylzate21p32a57b28hwk57c19jve11o21.com"
"57093","164.511474000","140.138.2.109","140.138.148.138","DNS","178","Standard query response 0xc759 No such name"
"57389","164.749395000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x41fb  A wpad"
"57390","164.749918000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x41fb  A wpad"
"57496","164.849486000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x41fb  A wpad"
"57497","164.849488000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x41fb  A wpad"
"57981","165.933376000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xbda8  A wpad"
"57982","165.933378000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xbda8  A wpad"
"58000","166.017366000","140.138.148.138","140.138.2.109","DNS","100","Standard query 0x6405  A azfrnsmyorm39eqkwlvgtgzbuj36hqa47pr.info"
"58001","166.033483000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xbda8  A wpad"
