"No.","Time","Source","Destination","Protocol","Length","Info"
"58002","166.033485000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xbda8  A wpad"
"58011","166.130257000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x7a10  A wpad"
"58012","166.130260000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x7a10  A wpad"
"58015","166.181367000","140.138.2.109","140.138.148.138","DNS","160","Standard query response 0x6405 No such name"
"58018","166.229677000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x7a10  A wpad"
"58019","166.229679000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x7a10  A wpad"
"58093","166.440841000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x7e77  A wpad"
"58094","166.440843000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x7e77  A wpad"
"58106","166.548071000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x7e77  A wpad"
"58107","166.548073000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x7e77  A wpad"
"58123","166.607555000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x0885  A wpad"
"58124","166.607557000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x0885  A wpad"
"58168","166.703595000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x0885  A wpad"
"58169","166.703596000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x0885  A wpad"
"58232","166.874774000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0xa11f  A wpad"
"58233","166.874775000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0xa11f  A wpad"
"58282","166.974877000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0xa11f  A wpad"
"58283","166.974878000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0xa11f  A wpad"
"58423","167.211078000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xb615  A wpad"
"58424","167.211079000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xb615  A wpad"
"58425","167.212386000","fe80::746b:cb60:94f4:9193","ff02::1:3","LLMNR","84","Standard query 0xb885  A wpad"
"58426","167.212387000","140.138.148.206","224.0.0.252","LLMNR","64","Standard query 0xb885  A wpad"
"58464","167.309810000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xb615  A wpad"
"58465","167.309811000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xb615  A wpad"
"58469","167.314183000","fe80::746b:cb60:94f4:9193","ff02::1:3","LLMNR","84","Standard query 0xb885  A wpad"
"58470","167.314184000","140.138.148.206","224.0.0.252","LLMNR","64","Standard query 0xb885  A wpad"
"58484","167.357129000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb8ab  A wpad"
"58485","167.357131000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb8ab  A wpad"
"58531","167.456647000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb8ab  A wpad"
"58532","167.456649000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb8ab  A wpad"
"58570","167.675516000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x3b63  A wpad"
"58571","167.675517000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x3b63  A wpad"
"58572","167.685714000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x4c88  A h34nzfwo21fqgua27bzcsf52mxcyn20k57a67fs.biz"
"58576","167.711914000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x4c88 No such name"
"58588","167.773208000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x3b63  A wpad"
"58589","167.773209000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x3b63  A wpad"
"58678","167.970312000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xc7a3  A wpad"
"58679","167.970314000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xc7a3  A wpad"
"58693","168.070438000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xc7a3  A wpad"
"58694","168.070441000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xc7a3  A wpad"
"58864","168.926190000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xe6e9  A wpad"
"58865","168.927905000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xe6e9  A wpad"
"58886","169.022134000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xe6e9  A wpad"
"58887","169.022136000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xe6e9  A wpad"
"58920","169.184059000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdb95  A wpad"
"58921","169.184061000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdb95  A wpad"
"58924","169.218036000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0x9dec  A e31d60gukxb18jta17pvmrnxixa47n50frc59h44.net"
"58939","169.283690000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdb95  A wpad"
"58940","169.283692000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdb95  A wpad"
"58977","169.391351000","140.138.2.109","140.138.148.138","DNS","177","Standard query response 0x9dec No such name"
"59233","169.977899000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x7e77  A wpad"
"59234","169.977900000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x7e77  A wpad"
"59300","170.077770000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x7e77  A wpad"
"59301","170.077770000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x7e77  A wpad"
"59451","170.531201000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0x9aa0  A wpad"
"59452","170.531202000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0x9aa0  A wpad"
"59458","170.571418000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xfe8f  A wpad"
"59459","170.571420000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xfe8f  A wpad"
"59481","170.630610000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0x9aa0  A wpad"
"59482","170.630610000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0x9aa0  A wpad"
"59488","170.674106000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xfe8f  A wpad"
"59489","170.674107000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xfe8f  A wpad"
"59589","170.889919000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x1709  A l58jyfscvpxlucql68j66f32dulxh44i15m29fx.com"
"59634","171.030175000","140.138.2.109","140.138.148.138","DNS","176","Standard query response 0x1709 No such name"
"59651","171.068314000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xfa82  A wpad"
"59652","171.068315000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xfa82  A wpad"
"59678","171.167562000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xfa82  A wpad"
"59679","171.167563000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xfa82  A wpad"
"59776","171.545327000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x62a0  A wpad"
"59777","171.545329000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x62a0  A wpad"
"59828","171.643000000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0x62a0  A wpad"
"59829","171.643002000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0x62a0  A wpad"
"59991","171.945677000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0x8585  A wpad"
"59992","171.945679000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0x8585  A wpad"
"60006","172.045394000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0x8585  A wpad"
"60007","172.045397000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0x8585  A wpad"
"60128","172.532141000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xb876  A lrayi65hxbta67kzk37c49kxm19psksl58hqgx.ru"
"60138","172.554189000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x60ac  A wpad"
"60144","172.571165000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf0cb  A wpad"
"60145","172.571167000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf0cb  A wpad"
"60171","172.657272000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x60ac  A wpad"
"60175","172.670854000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf0cb  A wpad"
"60176","172.670855000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf0cb  A wpad"
"60205","172.884710000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0xb876 No such name"
"60460","173.629024000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xc39b  A wpad"
"60461","173.629027000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xc39b  A wpad"
"60466","173.728838000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0xc39b  A wpad"
"60467","173.728840000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0xc39b  A wpad"
"60484","173.884889000","140.138.148.138","140.138.2.107","DNS","76","Standard query 0xfd6e  AAAA www.ipeen.com.tw"
"60485","173.887432000","140.138.2.107","140.138.148.138","DNS","117","Standard query response 0xfd6e "
"60536","174.359122000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0x778f  A wpad"
"60537","174.359483000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0x778f  A wpad"
"60563","174.386704000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x89de  A jum29isjsbxa27aup22h24hvixh44hxdworpu.com"
"60605","174.444374000","140.138.2.109","140.138.148.138","DNS","174","Standard query response 0x89de No such name"
"60608","174.464039000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0x778f  A wpad"
"60609","174.464040000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0x778f  A wpad"
"60778","175.608662000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1251  A wpad"
"60779","175.608663000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1251  A wpad"
"60789","175.708834000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x1251  A wpad"
"60790","175.708835000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x1251  A wpad"
"60792","175.754189000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x9b4c  A wpad"
"60793","175.754190000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x9b4c  A wpad"
"60825","175.853518000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x9b4c  A wpad"
"60826","175.853520000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x9b4c  A wpad"
"60837","175.917506000","140.138.149.159","224.0.0.251","MDNS","429","Standard query response 0x0000  PTR, cache flush 1509B-x86-PC.local PTR, cache flush 1509B-x86-PC.local TXT, cache flush PTR _nvstream._tcp.local PTR 1509B-X86-PC._nvstream._tcp.local A, cache flush 140.138.149.159 AAAA, cache flush fe80::6481:1f62:865b:eeb5 SRV, cache flush 0 0 47989 1509B-x86-PC.local"
"60845","175.948331000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xe9c4  A a27jyfsh64k17mqdydshvoqirfwa27ish24mt.biz"
"60849","175.970905000","140.138.2.109","140.138.148.138","DNS","163","Standard query response 0xe9c4 No such name"
"60932","176.219844000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x930b  A wpad"
"60933","176.219845000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x930b  A wpad"
"60942","176.329147000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x930b  A wpad"
"60943","176.329149000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x930b  A wpad"
"61131","177.299600000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x59a2  A wpad"
"61132","177.299600000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x59a2  A wpad"
"61150","177.406622000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x59a2  A wpad"
"61151","177.406623000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x59a2  A wpad"
"61156","177.474236000","140.138.148.138","140.138.2.109","DNS","100","Standard query 0x36dc  A dyizjze51lxksczm39dqb38hxeyktn60etcr.org"
"61190","177.769673000","140.138.2.109","140.138.148.138","DNS","163","Standard query response 0x36dc No such name"
"61457","179.278238000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x9158  A k67b18fshsk67nrpvdvf42ixc39gugqmxhtiq.info"
"61569","179.555156000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0x9158 No such name"
"62293","181.060474000","140.138.148.138","140.138.2.109","DNS","99","Standard query 0x9735  A mucvbtaulyjyl18iygzaue21fsbyjym19ax.com"
"62337","181.215891000","140.138.2.109","140.138.148.138","DNS","172","Standard query response 0x9735 No such name"
"62392","181.368632000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0xa8ab  A wpad"
"62393","181.368634000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0xa8ab  A wpad"
"62399","181.468814000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0xa8ab  A wpad"
"62400","181.468816000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0xa8ab  A wpad"
"62529","181.764542000","fe80::65f0:fa85:fda4:1c95","ff02::1:3","LLMNR","84","Standard query 0x83a2  A wpad"
"62530","181.764543000","140.138.148.132","224.0.0.252","LLMNR","64","Standard query 0x83a2  A wpad"
"62531","181.764999000","fe80::65f0:fa85:fda4:1c95","ff02::1:3","LLMNR","84","Standard query 0xc70a  AAAA wpad"
"62532","181.765000000","140.138.148.132","224.0.0.252","LLMNR","64","Standard query 0xc70a  AAAA wpad"
"62714","182.179088000","fe80::65f0:fa85:fda4:1c95","ff02::1:3","LLMNR","84","Standard query 0x83a2  A wpad"
"62715","182.179089000","fe80::65f0:fa85:fda4:1c95","ff02::1:3","LLMNR","84","Standard query 0xc70a  AAAA wpad"
"62716","182.179090000","140.138.148.132","224.0.0.252","LLMNR","64","Standard query 0xc70a  AAAA wpad"
"62717","182.179090000","140.138.148.132","224.0.0.252","LLMNR","64","Standard query 0x83a2  A wpad"
"62735","182.234782000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x5ca7  A wpad"
"62736","182.234784000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x5ca7  A wpad"
"62786","182.335084000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0x5ca7  A wpad"
"62787","182.335085000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0x5ca7  A wpad"
"62991","182.718082000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0x0b8e  A k47pyb38o41kuksj36c29f32esptaxhqk17i55l68.ru"
"62998","182.751923000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x0b8e No such name"
"63101","183.026281000","fe80::993c:c17:5983:386","ff02::1:3","LLMNR","83","Standard query 0x020e  ANY lab"
"63102","183.026284000","140.138.149.178","224.0.0.252","LLMNR","63","Standard query 0x020e  ANY lab"
"63170","183.369010000","fe80::ac09:16ac:f96d:f200","ff02::1:3","LLMNR","84","Standard query 0x49ea  A wpad"
"63171","183.369011000","140.138.148.176","224.0.0.252","LLMNR","64","Standard query 0x49ea  A wpad"
"63172","183.369488000","fe80::ac09:16ac:f96d:f200","ff02::1:3","LLMNR","84","Standard query 0x869f  AAAA wpad"
"63173","183.369488000","140.138.148.176","224.0.0.252","LLMNR","64","Standard query 0x869f  AAAA wpad"
"63298","183.783785000","fe80::ac09:16ac:f96d:f200","ff02::1:3","LLMNR","84","Standard query 0x869f  AAAA wpad"
"63299","183.783786000","fe80::ac09:16ac:f96d:f200","ff02::1:3","LLMNR","84","Standard query 0x49ea  A wpad"
"63300","183.787190000","140.138.148.176","224.0.0.252","LLMNR","64","Standard query 0x49ea  A wpad"
"63301","183.787191000","140.138.148.176","224.0.0.252","LLMNR","64","Standard query 0x869f  AAAA wpad"
"63464","184.249348000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xedfa  A ovh64h54asnxazh54iqe61fzdxjtg43nsfxdq.biz"
"63473","184.275116000","140.138.2.109","140.138.148.138","DNS","163","Standard query response 0xedfa No such name"
"63885","185.394530000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x477a  A wpad"
"63886","185.394532000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x477a  A wpad"
"63909","185.501850000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x477a  A wpad"
"63910","185.501852000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x477a  A wpad"
"63998","185.782659000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0x2fcf  A d50iujuj46gware61nuk37gub58owo61m69mwl38.info"
"64009","185.930792000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x2fcf No such name"
"64124","186.660903000","140.138.148.138","140.138.2.107","DNS","80","Standard query 0x4869  A fhr.data.mozilla.com"
"64125","186.661053000","140.138.148.138","140.138.2.107","DNS","80","Standard query 0x93ad  AAAA fhr.data.mozilla.com"
"64128","186.668404000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x7a96  A wpad"
"64129","186.668405000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x7a96  A wpad"
"64130","186.680485000","140.138.2.107","140.138.148.138","DNS","281","Standard query response 0x4869  A 63.245.215.95"
"64131","186.686754000","140.138.148.138","140.138.2.109","DNS","80","Standard query 0x93ad  AAAA fhr.data.mozilla.com"
"64145","186.774497000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x7a96  A wpad"
"64146","186.774499000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x7a96  A wpad"
"64180","186.958209000","140.138.2.109","140.138.148.138","DNS","140","Standard query response 0x93ad "
